S. No.,Registration No,Pharmacy Name,District,Pranali,Prescription Type,Wholesale/Retail
3098,3.78113E+12,REDHILL CLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3099,3.78113E+12,MIND & BODY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3100,3.78113E+12,AAROGYAM MEDICARE AND TRADERS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3101,3.78113E+12,MULTHALA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3102,3.78113E+12,KRIYANSH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3103,3.7812E+12,RAGAB PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3104,3.7812E+12,GANBA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3105,3.7812E+12,LITTLE STAR HEALTH CARE CENTRE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3106,3.78121E+12,ROOHAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3107,3.78121E+12,ROBERT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3108,3.78121E+12,LEEZU PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3109,3.78121E+12,RYDEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3110,3.78121E+12,NOGEN PHARMACY AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3111,3.78121E+12,SANAT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3112,3.78121E+12,CHANDOL MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3113,3.78121E+12,BHUMETHAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3114,3.78122E+12,PHUTUNG MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3115,3.78122E+12,TORAN PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3116,3.78122E+12,FEUWA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3117,3.78122E+12,MOTHERLAND MEDICAL SUPPLIERS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3118,3.78122E+12,KIRTIPUR HEALTH AND WELLNESS CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3119,3.78122E+12,DR KUNSANG DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3120,3.78122E+12,KOHINOOR MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3121,3.78122E+12,CONTROL MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3122,3.78122E+12,LOHORUNG MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3123,3.78122E+12,MASTA PHARMACEUTICALS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3124,3.78122E+12,DIWAKAR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3125,3.78122E+12,DHARTI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3126,3.78122E+12,KRISHA PHARMACY AND SUPPLIERS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3127,3.78122E+12,ARIZONA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3128,3.78122E+12,PARTH PHARMA CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3129,3.78122E+12,N.L.H. PASHUPATI PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3130,3.78122E+12,TRINITY CARE CLINIC PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3131,3.7901E+12,RABIN HEALTH CARE PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3132,3.7901E+12,SHIKHARAM PATHLAB AND MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3133,3.79011E+12,LOGISTIC PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3134,3.79011E+12,ISHANI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3135,3.79011E+12,MUSKAN PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3136,3.79011E+12,AWANTIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3137,3.79011E+12,SALYANTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3138,3.79011E+12,GUHESHWORI CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3139,3.79011E+12,NEEVAN WELCARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3140,3.79011E+12,TRIBENI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3141,3.79011E+12,SECURE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3142,3.79011E+12,ANIP PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3143,3.79011E+12,GULSHAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3144,3.79011E+12,DIOS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3145,3.79011E+12,SAMARITAN TRUST PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3146,3.79012E+12,ISOLATE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3147,3.79012E+12,EMERGENCY HEALTHCARE DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3148,3.79012E+12,LELINA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3149,3.79012E+12,AADIDEV HEALTHCARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3150,3.79012E+12,OUTLET PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3151,3.79012E+12,SEWARO MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3152,3.79012E+12,SU SWASTHYA MEDICAL CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3153,3.79012E+12,ELITE SAMUDAYIK SWASTHYA SEWA KENDRA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3154,3.79012E+12,ANGEL FERTILITY CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3155,3.79013E+12,KALAPATTHAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3156,3.79013E+12,SONOVA HEALTHCARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3157,3.79013E+12,VIVID PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3158,3.7902E+12,LAVANA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3159,3.7902E+12,MEDANTA NEPAL PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3160,3.7902E+12,SWECCHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3161,3.7902E+12,CIRCLE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3162,3.79021E+12,MARASINI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3163,3.79021E+12,TERUI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3164,3.79021E+12,DEEPASHNA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3165,3.79021E+12,MIRON PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3166,3.79021E+12,OJASWI POLY CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3167,3.79021E+12,VATSALYA PHARMACY PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
3168,3.79021E+12,BAGBAZAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3169,3.79022E+12,FRONTLINE PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3170,3.79022E+12,TR MEDI CONCERN PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3171,3.79022E+12,ARABELLA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3172,3.79022E+12,HEALTHYCITY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3173,3.79023E+12,DHAMATHU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3174,3.79031E+12,BHOTECHAUR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3175,3.79031E+12,AAMA HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3176,3.79031E+12,DEV PARBATI PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3177,3.79031E+12,EKEKTHOPA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3178,3.79031E+12,PANDEYCHHAP PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3179,3.79032E+12,NORVIC PHARMACY PVT LTD PHARMACY UNIT BRANCH TWO,Kathmandu,ALLOPATHY,"A,B,C",Retail
3180,3.79032E+12,I.F.C.H PHARMACY PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
3181,3.79032E+12,ALFA HEALTH CARE AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3182,3.79032E+12,ALLCURE PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3183,3.79033E+12,PARIVAHAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3184,3.79033E+12,GOKARNA CITY HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3185,3.79033E+12,RIDDHI SIDDHI HEALTH CARE PVT LTD PHARMACY UNIT TWO,Kathmandu,ALLOPATHY,"A,B,C",Retail
3186,3.79033E+12,NEPAL MEDICAL COLLEGE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3187,3.7904E+12,MEGHAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3188,3.7904E+12,JESS PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3189,3.7904E+12,JAGADISH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3190,3.7904E+12,ACE HEALTH CARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3191,3.7904E+12,DORIK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3192,3.7904E+12,AJAYAMERU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3193,3.7904E+12,KUSHALTA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3194,3.7904E+12,KHANDADEVI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3195,3.7904E+12,BHANGAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3196,3.7904E+12,E SEWAK PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3197,3.7904E+12,ADVENTURE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3198,3.7904E+12,CHHOPRAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3199,3.7904E+12,NUDIT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3200,3.79041E+12,BIBHU BISTRA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3201,3.79041E+12,AAKARSHAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3202,3.79041E+12,BISHWAPRAKASH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3203,3.79041E+12,SIGMA DIAGNOSTICS LABORATORY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3204,3.79041E+12,AMIRASH MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3205,3.79041E+12,RONAV MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3206,3.79041E+12,PRAYAGMARG MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3207,3.79041E+12,FORWARD PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3208,3.79041E+12,TOKHA HORIZON HEALTH CARE PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
3209,3.79041E+12,LYMPIA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3210,3.79041E+12,CHAHNA POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3211,3.79041E+12,NAMASTE MEDICINE CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3212,3.79041E+12,BULBULE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3213,3.79041E+12,KARUNA CITY CLINIC PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
3214,3.79042E+12,SHANVI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3215,3.79042E+12,RINA DEVI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3216,3.79042E+12,TAKSHYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3217,3.79042E+12,BUTTERFLY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3218,3.79042E+12,HAUSALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3219,3.79042E+12,SAIRA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3220,3.79042E+12,SAH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3221,3.79042E+12,SURYA JANASEWA HEALTHCARE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3222,3.79042E+12,JUPITER PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3223,3.79042E+12,SUHAAS PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3224,3.79042E+12,REJUVVA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3225,3.79043E+12,HEKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3226,3.79043E+12,REPAIR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3227,3.79043E+12,ERYAA PHARMACEUTICAL AND SURGICAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3228,3.79043E+12,SAIRA POLYPATH AND MULTISPECIALITY CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3229,3.79043E+12,BUSCHAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3230,3.79043E+12,JAYANTI MEDICAL HALL PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3231,3.79043E+12,NAREPHAT HEALTH CARE AND DIAGNOSTIC CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3232,3.79043E+12,CALICARE PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3233,3.79043E+12,PACIFY MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3234,3.79043E+12,QUTIS PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3235,3.7905E+12,SHUKLAFATA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3236,3.7905E+12,LET ME IN KATHMANDU PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3237,3.7905E+12,RIMAL PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3238,3.79051E+12,KARUNA MAYA DAYA PHARMACY PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
3239,3.79051E+12,HEALTH GARAGE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3240,3.79051E+12,BINU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3241,3.79051E+12,ADRISHYAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3242,3.79051E+12,BINITA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3243,3.79051E+12,AHANA PHARMACY AND HELTHCARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3244,3.79051E+12,SUNSTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3245,3.79051E+12,ADVANCED CENTER FOR IMMUNOLOGY AND RHEUMOTOLOGY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3246,3.79051E+12,SAMPANG MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3247,3.79051E+12,ANUSHA PHARMACIA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3248,3.79051E+12,KENDRABINDU FARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3249,3.79051E+12,DENUKA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3250,3.79051E+12,CHHAYA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3251,3.79051E+12,KIARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3252,3.79052E+12,THALI SAMUDAYIK POLYCLINIC PVT. LTD .PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3253,3.79052E+12,BHOJPUR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3254,3.79052E+12,SUGYANY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3255,3.79052E+12,TIMELINE HEALTHCARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3256,3.79052E+12,SHAHI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3257,3.79052E+12,BADIMALIKA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3258,3.79052E+12,LUMINA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3259,3.79052E+12,RAYNA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3260,3.79052E+12,PRAPTI HEALTH POLYCLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3261,3.79052E+12,SUKRIM CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3262,3.79053E+12,BARPAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3263,3.79053E+12,PALLAV MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3264,3.79053E+12,TAVISH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3265,3.79053E+12,THANK YOU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3266,3.79053E+12,DAHAL MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3267,3.79053E+12,FAST MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3268,3.79053E+12,HITAISI PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3269,3.7906E+12,CHUHADE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3270,3.7906E+12,ENLIGHT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3271,3.79061E+12,MITANSH HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3272,3.79061E+12,J N B HEALTHCARA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3273,3.79061E+12,GYAWA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3274,3.79061E+12,OVERSEAS FRIENDSHIP INTERNATIONAL HOSPITAL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3275,3.79062E+12,Chhatresh Medical,Kathmandu,ALLOPATHY,"A,B,C",Retail
3276,3.79063E+12,CHAHNA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3277,3.79063E+12,RAMANAGAR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3278,3.7907E+12,K K Drug Center,Kathmandu,ALLOPATHY,"A,B,C",Retail
3279,3.7907E+12,ZENEX PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3280,3.7907E+12,SAUBHAGYA UPACHAR CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3281,3.7907E+12,NEURON PHARMACY AND PAIN CLINIC PVT LTD PHARMAVY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3282,3.7907E+12,HOLISTIC PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3283,3.79071E+12,NHUPALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3284,3.79071E+12,SIDDHARTHA PHARMACIA AND COSMETIC MART PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3285,3.79072E+12,MEDICLUB PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3286,3.79072E+12,Flexon Pharma Distributor,Kathmandu,ALLOPATHY,"A,B,C",Retail
3287,3.79072E+12,NAUKUNDA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3288,3.79072E+12,HINGLAJ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3289,3.79073E+12,PAUWA CHEMIST PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3290,3.79073E+12,MAYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3291,3.79073E+12,KASTHAMANDAP LIFE CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3292,3.79073E+12,BUDIGANGA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3293,3.7908E+12,PHARMERICA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3294,3.79081E+12,AALOB PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3295,3.79081E+12,CONNECTIVE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3296,3.79081E+12,GOODWILL HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3297,3.79081E+12,KARIMU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3298,3.79081E+12,LIFE SAFE HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3299,3.79081E+12,SHIVANYA AUSHADHALAYA,Kathmandu,ALLOPATHY,"A,B,C",Retail
3300,3.79081E+12,RB PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3301,3.79081E+12,NEOLIFE MEDI CARE PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3302,3.79081E+12,LASER PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3303,3.79081E+12,GUNJA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3304,3.79082E+12,TAKECARE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
3305,3.79082E+12,RELATION PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3306,3.79082E+12,BINAY MEDI HUB PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3307,3.79082E+12,AKARSHAN PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3308,3.79082E+12,TRUST PHARMA PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3309,3.79082E+12,RIYA MEDICO CONCERN PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3310,3.79082E+12,YUMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3311,3.79082E+12,PEOPLES HOSPITAL PHARMACY AND MEDICAL SUPPLIES PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3312,3.79083E+12,CONCIERGE MEDICAL SERVICES AND MULTISPECIALTY CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3313,3.79083E+12,ANAMIWA HEALTH AND WELLNESS CENTRE PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
3314,3.79083E+12,KAIRAV PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3315,3.79083E+12,HOLISTIC PHARMACY PVT LTD PHARMACY UNIT THREE,Kathmandu,ALLOPATHY,"A,B,C",Retail
3316,3.7909E+12,GATEWAY PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3317,3.7909E+12,MIRACLE SKIN HAIR AND AESTHETIC CLINIC PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3318,3.7909E+12,SAINO PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3319,3.7909E+12,SAMUNA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3320,3.7909E+12,MEDILIGHT PHARMA AND CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3321,3.7909E+12,DILIGENT PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3322,3.79091E+12,MERISHMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3323,3.79091E+12,MARK PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
3324,3.79091E+12,INDOOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
3325,3.79091E+12,JASWIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
